NAME,DETAIL,PHONE,ADDR1,ZIP,BORO,X,Y,EMAIL,WEBSITE
River Park Nursery School,,212-663-1205,711 Amsterdam Avenue,10025,Manhattan,992315,228138,riverparkns@verizon.net,riverparknurseryschool.com
Play Together NYC Preschool,,646-469-5703,270 West 84 Street,10024,Manhattan,990236,226090,office@playtogethernyc.com,www.playtogethernyc.com
"Park West Montessori, Inc.",,212-678-6072,435 Central Park West,10025,Manhattan,994904,229484,pwadmissions@twinparks.org,www.twinparks.org
P.S. 007 Samuel Stern,,212-860-5827,160 East 120 Street,10035,Manhattan,1001046,231035,JPryceHarvey@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m007
River East Elementary,,212-802-3035,508 East 120 Street,10035,Manhattan,1003514,229670,mpanetta@schools.nyc.gov,https://www.rivereastelementary.org/
P.S. 38 Roberto Clemente,,212-860-5882,232 East 103 Street,10029,Manhattan,999494,226582,CSantos@schools.nyc.gov,Ps38rclc.org
James Weldon Johnson,,212-876-5522,176 East 115 Street,10029,Manhattan,1000443,229798,LHasty@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m057
The Lexington Academy,,212-860-5831,131 East 104 Street,10029,Manhattan,998767,227582,AHernan7@schools.nyc.gov,https://lexingtonacademy.info
P.S. 083 Luis Munoz Rivera,,212-860-5847,219 East 109 Street,10029,Manhattan,1000188,228334,fcastil@schools.nyc.gov,
P.S. 096 Joseph Lanzetta,,212-860-5851,216 East 120 Street,10035,Manhattan,1001519,230774,DPretto@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m096
P.S. 102 Jacques Cartier,,212-860-5834,315 East 113 Street,10029,Manhattan,1001261,228920,JMullan@schools.nyc.gov,https://ps102m.org
P.S. 108 Assemblyman Angelo Del Toro Educational Complex,,212-860-5803,1615 MADISON AVENUE,10029,Manhattan,998589,228939,RGondim@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m108
P.S. 112 Jose Celso Barbosa,,212-860-5868,535 East 119 Street,10035,Manhattan,1003557,229497,ereiter@schools.nyc.gov,PS112m.org
P.S. 146 Ann M. Short,,212-860-5877,421 East 106 Street,10029,Manhattan,1001170,226970,msilfen@schools.nyc.gov,www.ps146.org
P.S. 155 William Paca,,212-860-5885,319 East 117 Street,10035,Manhattan,1001872,229830,FJoseph5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m155
P.S. 171 Patrick Henry,,212-860-5801,19 East 103 Street,10029,Manhattan,997631,227925,dpantel2@schools.nyc.gov,ps171.org
The Bilingual Bicultural School,,212-860-6031,219 EAST 109 STREET,10029,Manhattan,1000322,228326,YPerez2@schools.nyc.gov,
Mosaic Preparatory Academy,,212-722-3109,141 East 111 Street,10029,Manhattan,999640,229213,Lcaesar@schools.nyc.gov,bit.ly/moprep375
Central Park East I,,212-860-5821,1573 MADISON AVENUE,10029,Manhattan,998390,228427,MGarg@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m497
Central Park East II,,212-860-5992,433 E 100 Street,10029,Manhattan,997653,227966,NSmith3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m964
Saint Ann School,,212-722-1295,314 EAST 110 Street,10029,Manhattan,1000920,228073,information@stannschoolnyc.org,www.stannschoolnyc.org
Saint Paul School,,212-534-0619,114 East 118 Street,10035,Manhattan,1000441,230785,joseph.muscente@archny.org,https://stpaulschool.us
Union Johnson Early Childhood Programs,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-828-6072,1829 Lexington Avenue,10029,Manhattan,1000124,229505,kayala@unionsettlement.org,Union Settlement
East Harlem Block Nursery 1,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",212-427-2571,215 East 106 Street,10029,Manhattan,999773,227649,cviruet@ehbn.org,https://EastHarlemBlockNursery.org
Leggett Memorial,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-828-6051,237 East 104 Street,10029,Manhattan,999755,227071,mbarr@unionsettlement.org,www.unionsettlement.org 
Union Carver Early Childhood Program,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-828-6050,1565 Madison Avenue,10029,Manhattan,998272,228245,rcherry@unionsettlement.org,unionsettlement.org
Pequenos Souls Day Care Center,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-427-7644,114 East 122 Street,10035,Manhattan,1000957,231682,mrdejdesus@unionsettlement.org,https://unionsettlement.org
Children's Aid Society Taft Early Childhood Center,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-831-0556,1724-26 Madison Avenue,10029,Manhattan,999123,230185,beverlyl@childrensaidsociety.org,https://childrensaidsociety.org
Children's Aid at P.S. 50,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",646-627-7448,433 East 100 Street,10029,Manhattan,1000605,225535,tmoore@childrensaidsociety.org,https://childrensaidsociety.org
Franklin Plaza,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-828-6378,2081 Second Avenue,10029,Manhattan,1000287,227699,lmiranda@unionsettlement.org,Unionsettlement.org
Metro North Childcare Center,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-828-6415,304 East 102 Street,10029,Manhattan,999828,226237,rwelch@unionsettlement.org,https://unionsettlement.org
Union Washington Child Care Center,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-828-6088,1893 2 Avenue,10029,Manhattan,998948,225543,oilintse@unionsettlement.org,https://unionsettlement.org
Addie Mae Collins 2,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-831-7373,345 East 101 Street,10029,Manhattan,1000093,225928,dspann@addiemaecollins.org,
East Harlem CHS Bilingual Head Start Program,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-427-9010,440 East 116 Street,10029,Manhattan,1002503,229000,Escuelita116@aol.com,
East Harlem CHS Bilingual Head Start - 111th,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",212-860-7201,30 East 111 Street,10029,Manhattan,998789,229562,escuelita116@aol.com,
Northside Center Day School,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",646-351-1300,302-306 East 111 Street,10029,Manhattan,1000964,228364,cithier@northsidecenter.org,https://Northsidecenter.org
Dawning Village,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",212-369-5313,2090 First Avenue,10029,Manhattan,1001426,227330,dawningvillage@yahoo.com,https://http://dawningvillage.wixsite.com/school
P.S. 030 Hernandez/Hughes,,212-876-1825,144-176 East 128 Street,10035,Manhattan,1002179,232850,TStinso@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m030
P.S. 036 Margaret Douglas,,212-690-5807,123 MORNINGSIDE DRIVE,10027,Manhattan,996044,234601,hjnbapt@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m036
P.S. 046 Arthur Tappan,,212-360-1519,2987 Frederick Douglas Boulevard,10039,Manhattan,1001975,242268,KHazell@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m046
P.S. 092 Mary McLeod Bethune,,212-690-5915,222 West 134 Street,10030,Manhattan,999200,236265,rdavila@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m092
P.S. 123 Mahalia Jackson,,212-342-6200,301 West 140 Street,10030,Manhattan,999649,238086,tolivo@schools.nyc.gov,https://www.schools.nyc.gov/schools/M123
P.S. 125 Ralph Bunche,<b>Note:</b> Students who qualify for FRL or who have a home language other than English will have priority for 60% of seats. Any seats remaining after FRL and home language other than English priority is given will be considered as part of the larger applicant pool. ,212-666-6400,425 West 123 Street,10027,Manhattan,996483,234615,GHernandez4@schools.nyc.gov,www.ralphbuncheschool.org
P.S. 129 John H. Finley,,212-690-5932,425 West 130 Street,10027,Manhattan,997573,236146,opierre@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m129
P.S. 133 Fred R Moore,,212-690-5936,2121 5 Avenue,10037,Manhattan,1000983,234251,PBalbue@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m133
P.S. 154 Harriet Tubman,,212-864-2400,250 West 127 Street,10027,Manhattan,998368,234654,EJarret@schools.nyc.gov,
P.S. 175 Henry H Garnet,,212-283-0426,175 West 134 Street,10030,Manhattan,1000052,235962,KPereir@schools.nyc.gov,
P.S. 194 Countee Cullen,,212-690-5954,244 West 144 Street,10030,Manhattan,1000558,238536,JJimenez5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m194
P.S. 197 John B. Russwurm,,212-690-5960,2230 5 Avenue,10037,Manhattan,1001532,235595,nspann@schools.nyc.gov,ps197m.org
P.S. 200- The James Mccune Smith School,,212-491-6636,2589 7 Avenue,10039,Manhattan,1001827,239609,RBelton2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m200
Teachers College Community School,<b>Note:</b>Program prioritizes students in Districts 5 and 6,212-316-8080,168 MORNINGSIDE AVENUE,10027,Manhattan,997119,235303,mverdin@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m517
SAINT CHARLES BORROMEO,,212-368-6666,214 West 142 Street,10030,Manhattan,1000421,238025,info@stcharlesnyc.org,https://www.stcharlesnyc.org
Prince Hall Colonial Park Day Care Center,,212-281-1444,159-30 Harlem River Drive,10039,Manhattan,1002114,242810,princehalldaycare@gmail.com,
